# ClinVar Rejected SCVs
# Format: batch_id	scv_id	scv_ver	rejection_reason	date_rejected
# Add rejected SCVs below this line (tab-separated)
# Example: 101	SCV000257712	2	version_mismatch	2023-10-15
## In batch 119 the error cases “SCV current but with previous version 2025-04-13” are due to
## our recent replacement of <Gender> to <Sex> that incremented scv version.
111	SCV001747008	17	SCV current but with previous version	2024-07-23
111	SCV004161309	7	SCV current but with previous version	2024-07-23
111	SCV004702857	5	SCV current but with previous version	2024-07-23
114	SCV000575246	31	SCV current but with previous version	2024-10-25
114	SCV000575469	31	SCV current but with previous version	2024-10-25
114	SCV001150886	26	SCV current but with previous version	2024-10-25
114	SCV001154518	26	SCV current but with previous version	2024-10-25
114	SCV001248486	25	SCV current but with previous version	2024-10-25
114	SCV001248782	25	SCV current but with previous version	2024-10-25
114	SCV004142959	9	SCV current but with previous version	2024-10-25
117	SCV000363344	3	duplicate scv_accession.version, already in clingen_flagged	2025-02-14
117	SCV002522377	2	duplicate scv_accession.version, already in clingen_flagged	2025-02-14
117	SCV004482221	1	duplicate scv_accession.version, already in clingen_flagged	2025-02-14
117	SCV004539864	1	duplicate scv_accession.version, already in clingen_flagged	2025-02-14
117	SCV004848687	1	duplicate scv_accession.version, already in clingen_flagged	2025-02-14
117	SCV005042681	1	duplicate scv_accession.version, already in clingen_flagged	2025-02-14
119	SCV000058551	1	duplicate scv_accession.version, already in clingen_flagged	2025-04-18
119	SCV000114103	8	SCV current but with previous version	2025-04-18
119	SCV000240098	1	SCV current but with previous version	2025-04-18
119	SCV000333848	4	SCV current but with previous version	2025-04-18
119	SCV000335872	3	SCV current but with previous version	2025-04-18
119	SCV000336710	4	SCV current but with previous version	2025-04-18
119	SCV000345118	4	SCV current but with previous version	2025-04-18
119	SCV000598825	1	SCV current but with previous version	2025-04-18
119	SCV000599431	1	duplicate scv_accession.version, already in clingen_flagged	2025-04-18
119	SCV000606702	1	duplicate scv_accession.version, already in clingen_flagged	2025-04-18
119	SCV000701674	2	SCV current but with previous version	2025-04-18
119	SCV000705789	1	SCV current but with previous version	2025-04-18
119	SCV000705914	2	SCV current but with previous version	2025-04-18
119	SCV000707765	2	SCV current but with previous version	2025-04-18
119	SCV000804413	2	SCV current but with previous version	2025-04-18
119	SCV000804306	2	SCV current but with previous version	2025-04-18
119	SCV000840457	1	SCV current but with previous version	2025-04-18
119	SCV000859750	1	SCV current but with previous version	2025-04-18
119	SCV000861432	1	SCV current but with previous version	2025-04-18
119	SCV000862789	1	SCV current but with previous version	2025-04-18
119	SCV001547509	2	SCV current but with previous version	2025-04-18
119	SCV001760146	1	duplicate scv_accession.version, already in clingen_flagged	2025-04-18
119	SCV002504684	2	SCV current but with previous version	2025-04-18
119	SCV002605470	2	duplicate scv_accession.version, already in clingen_flagged	2025-04-18
119	SCV005368345	1	SCV current but with previous version	2025-04-18
120	SCV000896172	1	duplicate scv_accession.version, already in clingen_flagged	2025-05-20
120	SCV000915079	1	deleted SCV	2025-05-20
120	SCV001760363	1	deleted SCV	2025-05-20
122	SCV005061961	1	duplicate scv_accession.version, already in clingen_flagged	2025-07-16
123	SCV000796074	2	duplicate scv_accession.version, already in clingen_flagged	2025-08-26
123	SCV001134323	3	duplicate scv_accession.version, already in clingen_flagged	2025-08-26
123	SCV003809926	2	duplicate scv_accession.version, already in clingen_flagged	2025-08-26
123	SCV003810589	2	duplicate scv_accession.version, already in clingen_flagged	2025-08-26
123	SCV004239231	1	duplicate scv_accession.version, already in clingen_flagged	2025-08-26
124	SCV000334155	5	duplicate scv_accession.version, already in clingen_flagged	2025-09-25
124	SCV001367011	2	duplicate scv_accession.version, already in clingen_flagged	2024-09-25
125	SCV000852291	1	duplicate scv_accession.version, already in clingen_flagged	2025-11-13
125	SCV001571911	2	duplicate scv_accession.version, already in clingen_flagged	2025-11-13
125	SCV005425332	1	duplicate scv_accession.version, already in clingen_flagged	2025-11-13
125	SCV006058548	1	duplicate scv_accession.version, already in clingen_flagged	2025-11-13
126	SCV000257712	2	duplicate scv_accession.version, already in clingen_flagged	2025-11-17
126	SCV000575149	39	SCV current but with previous version	2025-11-17
126	SCV000577108	4	duplicate scv_accession.version, already in clingen_flagged	2025-11-17
126	SCV000608559	38	SCV current but with previous version	2025-11-17
126	SCV002011389	3	duplicate scv_accession.version, already in clingen_flagged	2025-11-17
126	SCV002822534	21	SCV current but with previous version	2025-11-17
126	SCV004834253	1	duplicate scv_accession.version, already in clingen_flagged	2025-11-17
